COMPANY_ADDRESS,COMPANY_NAME,GOODS_NAME,GOODS_PRICE,GOODS_URL,SHOP_NAME,SHOP_URL,file_urls
"湖北,  武汉",,牛仔裤女春秋2018新款韩版显瘦高腰黑色学生紧身小脚九分裤子女装,49.90,https://detail.tmall.com/item.htm?id=557767543695&skuId=3680646706709&user_id=857879275&cat_id=2&is_b=1&rn=b55e3c1570304b2409c72e8923b7203d,薇伦旗舰店,//rate.taobao.com/user-rate-UOm8uOmcSvCcb.htm,http://img.alicdn.com/bao/uploaded/i3/857879275/TB16_vlaA.HL1JjSZFlXXaiRFXa_!!0-item_pic.jpg
"河北省,  邢台市",,秋冬堆堆领套头毛衣女短款修身长袖内搭卷边高领针织打底衫宽松,79.00,https://detail.tmall.com/item.htm?id=564727557589&skuId=3736880534386&user_id=2259819996&cat_id=2&is_b=1&rn=b55e3c1570304b2409c72e8923b7203d,恒颐羊旗舰店,//rate.taobao.com/user-rate-UvCIbOFgYOFkSMgTT.htm,http://img.alicdn.com/bao/uploaded/i2/2259819996/TB2LWGdXwDqK1RjSZSyXXaxEVXa_!!2259819996-0-item_pic.jpg
,,早秋装卫衣女ins超火的上衣2018新款长袖韩版宽松百搭连帽外套潮,89.00,https://detail.tmall.com/item.htm?id=557511273019&skuId=4611686575938660923&user_id=2937436463&cat_id=2&is_b=1&rn=b55e3c1570304b2409c72e8923b7203d,雅希恩旗舰店,//rate.taobao.com/user-rate-UvCkGMGQGMCQLvWTT.htm,http://img.alicdn.com/bao/uploaded/i1/2937436463/TB2zeR1awHqK1RjSZFkXXX.WFXa_!!2937436463-0-item_pic.jpg
"广东,  汕头",,春秋运动裤女学生韩版宽松原宿bf哈伦裤休闲百搭显瘦ulzzang裤子,59.00,https://detail.tmall.com/item.htm?id=574977507555&skuId=3766367057713&user_id=2114349407&cat_id=2&is_b=1&rn=b55e3c1570304b2409c72e8923b7203d,佐美淇旗舰店,//rate.taobao.com/user-rate-UvCHYMmv0OFQWMWTT.htm,http://img.alicdn.com/bao/uploaded/i1/2114349407/TB26qcRIxSYBuNjSsphXXbGvVXa_!!2114349407-0-item_pic.jpg
,,港味裤子秋季2018新款潮韩版女士休闲运动裤微喇叭九分阔腿裤女裤,79.00,https://detail.tmall.com/item.htm?id=574200417038&skuId=3756181705916&user_id=3119459984&cat_id=2&is_b=1&rn=b55e3c1570304b2409c72e8923b7203d,韩芙恋旗舰店,//rate.taobao.com/user-rate-UvGHYOFQbOFk4MNTT.htm,http://img.alicdn.com/bao/uploaded/i2/3119459984/TB2JBZ1zOCYBuNkHFCcXXcHtVXa_!!3119459984-0-item_pic.jpg
,,长袖女t恤2018新款韩版秋装宽松上衣百搭纯棉学生圆领白色打底衫,59.90,https://detail.tmall.com/item.htm?id=574002132122&skuId=3922471695644&user_id=3868212520&cat_id=2&is_b=1&rn=b55e3c1570304b2409c72e8923b7203d,花仙慕旗舰店,//rate.taobao.com/user-rate-UvGgLOmIYvC8yvNTT.htm,http://img.alicdn.com/bao/uploaded/i4/3868212520/TB2U_WXHeSSBuNjy0FlXXbBpVXa_!!3868212520-0-item_pic.jpg
"广东,  广州",,chic紧身高腰牛仔裤女春秋2018新款韩版显瘦网红同款九分小脚长裤,69.90,https://detail.tmall.com/item.htm?id=576085183181&skuId=4611686594512571085&user_id=843879555&cat_id=2&is_b=1&rn=b55e3c1570304b2409c72e8923b7203d,慕汀服饰旗舰店,//rate.taobao.com/user-rate-UOmQGOmcSMF8b.htm,http://img.alicdn.com/bao/uploaded/i1/843879555/TB21GJSrj7nBKNjSZLeXXbxCFXa_!!843879555-0-item_pic.jpg
"广东,  深圳",,破洞牛仔裤女春秋2018新款韩版显瘦高腰紧身小脚夏装九分女裤长裤,79.00,https://detail.tmall.com/item.htm?id=552645697355&skuId=4611686571073085259&user_id=2956249226&cat_id=2&is_b=1&rn=b55e3c1570304b2409c72e8923b7203d,蕾媛旗舰店,//rate.taobao.com/user-rate-UvCkbMCI0OFIyMgTT.htm,http://img.alicdn.com/bao/uploaded/i2/2956249226/TB1eKhIdpHM8KJjSZFwXXcibXXa_!!0-item_pic.jpg
"广东省,  广州市",,2件79元】秋装2018新款长袖t恤初秋韩版宽松上衣秋季卫衣女装早秋,79.00,https://detail.tmall.com/item.htm?id=574762041423&skuId=4611686593189429327&user_id=2143459357&cat_id=2&is_b=1&rn=b55e3c1570304b2409c72e8923b7203d,右姿旗舰店,//rate.taobao.com/user-rate-UvCH0vGQbOFvbMWTT.htm,http://img.alicdn.com/bao/uploaded/i4/2143459357/TB2kBYfr.OWBKNjSZKzXXXfWFXa_!!2143459357-0-item_pic.jpg
上海,,牛仔裤女春秋2018新款韩版显瘦夏季高腰黑色紧身小脚铅笔长裤子潮,79.00,https://detail.tmall.com/item.htm?id=564724392665&skuId=4611686583151780569&user_id=754255967&cat_id=2&is_b=1&rn=b55e3c1570304b2409c72e8923b7203d,蘑菇头小米旗舰店,//rate.taobao.com/user-rate-UMG80vC8bOFxu.htm,http://img.alicdn.com/bao/uploaded/i4/754255967/TB1lSyvXuuSBuNjSsziXXbq8pXa_!!0-item_pic.jpg
,,牛仔裤女春秋2018新款韩版显瘦黑色破洞九分学生高腰弹力修身小脚,69.00,https://detail.tmall.com/item.htm?id=574038838962&skuId=4611686592466226866&user_id=3457939567&cat_id=2&is_b=1&rn=b55e3c1570304b2409c72e8923b7203d,沃妃旗舰店,//rate.taobao.com/user-rate-UvGQbMGkGOF8LMWTT.htm,http://img.alicdn.com/bao/uploaded/i2/3457939567/TB2bov.bi6guuRjy1XdXXaAwpXa_!!3457939567-0-item_pic.jpg
,,连帽卫衣女2018秋季新款韩版宽松含棉慵懒风女士上衣百搭潮流学生,69.90,https://detail.tmall.com/item.htm?id=575658421408&skuId=3782454765069&user_id=3679871160&cat_id=2&is_b=1&rn=b55e3c1570304b2409c72e8923b7203d,恩希亚旗舰店,//rate.taobao.com/user-rate-UvGxuOFguvFHLvNTT.htm,http://img.alicdn.com/bao/uploaded/i3/3679871160/TB2yS.KpJknBKNjSZKPXXX6OFXa_!!3679871160-0-item_pic.jpg
"河南,  郑州",,直筒牛仔裤女宽松秋装2018新款韩版显瘦喇叭九分裤 ins超火的裤子,89.00,https://detail.tmall.com/item.htm?id=566376199724&skuId=3593497296527&user_id=2254431515&cat_id=2&is_b=1&rn=b55e3c1570304b2409c72e8923b7203d,萌路旗舰店,//rate.taobao.com/user-rate-UvCIbMmQGvF8YMQTT.htm,http://img.alicdn.com/bao/uploaded/i4/2254431515/TB2kAnAlKuSBuNjSsplXXbe8pXa_!!2254431515-0-item_pic.jpg
"广东,  广州",,2018秋装新款打底衫秋衣外穿上衣服宽松长袖t恤韩版大码卫衣女潮,65.00,https://detail.tmall.com/item.htm?id=575100259278&skuId=4611686593527647182&user_id=2261181316&cat_id=2&is_b=1&rn=b55e3c1570304b2409c72e8923b7203d,爵玛妮旗舰店,//rate.taobao.com/user-rate-UvCILvFH4vFvYMgTT.htm,http://img.alicdn.com/bao/uploaded/i1/2261181316/TB269BeX9zqK1RjSZPcXXbTepXa_!!2261181316.jpg
,,2件69】ins白色t恤女短袖2018新款韩范纯棉宽松韩版学生纯色体恤,69.00,https://detail.tmall.com/item.htm?id=573244696946&skuId=4611686591672084850&user_id=3320366235&cat_id=2&is_b=1&rn=b55e3c1570304b2409c72e8923b7203d,诗与远方旗舰店,//rate.taobao.com/user-rate-UvGvyvmvLMCIGMQTT.htm,http://img.alicdn.com/bao/uploaded/i2/3320366235/TB2xu9fvDXYBeNkHFrdXXciuVXa_!!3320366235.jpg
,,牛仔裤女宽松韩版学生bf百搭高腰春秋2018新款显瘦直筒初恋老爹裤,88.00,https://detail.tmall.com/item.htm?id=565156344301&skuId=3579490733214&user_id=3608086188&cat_id=2&is_b=1&rn=b55e3c1570304b2409c72e8923b7203d,胤哲旗舰店,//rate.taobao.com/user-rate-UvGxWOmN4MCH4ONTT.htm,http://img.alicdn.com/bao/uploaded/i4/3608086188/TB2rF6Dqf9TBuNjy1zbXXXpepXa_!!3608086188-0-item_pic.jpg
,,早秋季2018新款黑色t恤女短袖纯色显瘦修身半高领针织打底衫薄款,49.90,https://detail.tmall.com/item.htm?id=574801613711&skuId=3765169264786&user_id=3481090180&cat_id=2&is_b=1&rn=b55e3c1570304b2409c72e8923b7203d,法澳娜旗舰店,//rate.taobao.com/user-rate-UvGQ4vFNSvmH4vNTT.htm,http://img.alicdn.com/bao/uploaded/i4/3481090180/TB2u2i.p8jTBKNjSZFwXXcG4XXa_!!3481090180.jpg
,,牛仔裤女春秋2018新款韩版显瘦超火直筒九分微喇叭chic夏网红同款,79.00,https://detail.tmall.com/item.htm?id=566154672134&skuId=3594361252409&user_id=2951100304&cat_id=2&is_b=1&rn=b55e3c1570304b2409c72e8923b7203d,图丝雅旗舰店,//rate.taobao.com/user-rate-UvCkbvFHWvmvWMNTT.htm,http://img.alicdn.com/bao/uploaded/i3/2951100304/TB1n6uCf1GSBuNjSspbXXciipXa_!!0-item_pic.jpg
,,秋冬新款慵懒风毛衣开衫女韩版宽松中长款绿色针织衫百搭学生外套,104.90,https://detail.tmall.com/item.htm?id=576023255872&skuId=3783105508755&user_id=3330078988&cat_id=2&is_b=1&rn=b55e3c1570304b2409c72e8923b7203d,奴希格尔旗舰店,//rate.taobao.com/user-rate-UvGvGvmNuOmk4ONTT.htm,http://img.alicdn.com/bao/uploaded/i4/3330078988/TB26R9SvOMnBKNjSZFoXXbOSFXa_!!3330078988-0-item_pic.jpg
上海,,女装 圆领T恤(短袖) 406456 优衣库UNIQLO,79.00,https://detail.tmall.com/item.htm?id=564439093146&skuId=3567732069102&user_id=196993935&cat_id=2&is_b=1&rn=b55e3c1570304b2409c72e8923b7203d,优衣库官方旗舰店,//rate.taobao.com/user-rate-UvFkLOFkGOFvb.htm,http://img.alicdn.com/bao/uploaded/i3/196993935/TB21pt.zwKTBuNkSne1XXaJoXXa-196993935.jpg
,,2件59】2018新款夏装白色短袖t恤女装宽松韩版韩范学生半袖上衣潮,59.00,https://detail.tmall.com/item.htm?id=571973015727&skuId=4611686590400403631&user_id=3686963254&cat_id=2&is_b=1&rn=b55e3c1570304b2409c72e8923b7203d,琳蜜旗舰店,//rate.taobao.com/user-rate-UvGx4MCkLvGIbMNTT.htm,http://img.alicdn.com/bao/uploaded/i3/3686963254/TB2ltEryXOWBuNjy0FiXXXFxVXa_!!3686963254.jpg
,,直筒牛仔裤女春秋2018新款韩版夏学生超火裤子显瘦chic微喇九分裤,89.00,https://detail.tmall.com/item.htm?id=570931864594&skuId=3692008196889&user_id=3440730488&cat_id=2&is_b=1&rn=b55e3c1570304b2409c72e8923b7203d,花嫉女装旗舰店,//rate.taobao.com/user-rate-UvGQ0vmcGvmQ4ONTT.htm,http://img.alicdn.com/bao/uploaded/i2/3440730488/TB2ALEFvQCWBuNjy0FaXXXUlXXa_!!3440730488-0-item_pic.jpg
,,牛仔裤女春秋2018新款韩版显瘦学生高腰宽松九分老爹萝卜直筒阔腿,69.00,https://detail.tmall.com/item.htm?id=558321819319&skuId=3504567797985&user_id=3295852692&cat_id=2&is_b=1&rn=b55e3c1570304b2409c72e8923b7203d,韩琳娅旗舰店,//rate.taobao.com/user-rate-UvGISMFgbvCxSvgTT.htm,http://img.alicdn.com/bao/uploaded/i2/3295852692/TB1PlmGd.sIL1JjSZPiXXXKmpXa_!!0-item_pic.jpg
"福建,  厦门",,黑色背心长裙打底中长款无袖吊带连衣裙女装春秋夏季2018新款衣服,55.00,https://detail.tmall.com/item.htm?id=528373427965&skuId=4611686546800815869&user_id=2217148345&cat_id=2&is_b=1&rn=b55e3c1570304b2409c72e8923b7203d,甄度旗舰店,//rate.taobao.com/user-rate-UvCIYMGH0Omv0MQTT.htm,http://img.alicdn.com/bao/uploaded/i1/2217148345/TB22N38DKuSBuNjSsplXXbe8pXa_!!2217148345-0-item_pic.jpg
,,衣服女秋装2018新款韩版百搭打底衫女长袖秋季修身纯棉T恤女上衣,69.00,https://detail.tmall.com/item.htm?id=563052087866&skuId=4611686581479475770&user_id=3167180832&cat_id=2&is_b=1&rn=b55e3c1570304b2409c72e8923b7203d,焦点日记旗舰店,//rate.taobao.com/user-rate-UvGHLMGH4vmgGvgTT.htm,http://img.alicdn.com/bao/uploaded/i1/3167180832/TB2M0vxiSYH8KJjSspdXXcRgVXa_!!3167180832.jpg
,,【3件55元】2018新款秋装修身韩版纯棉上衣长袖t恤女短袖打底衫潮,55.00,https://detail.tmall.com/item.htm?id=572592074616&skuId=4611686591019462520&user_id=2935383639&cat_id=2&is_b=1&rn=b55e3c1570304b2409c72e8923b7203d,茨言旗舰店,//rate.taobao.com/user-rate-UvCkGMFv4vGxGOQTT.htm,http://img.alicdn.com/bao/uploaded/i2/2935383639/TB2eD6kwSMmBKNjSZTEXXasKpXa_!!2935383639.jpg
"广东,  东莞",,网红同款牛仔裤女春秋2018新款韩版宽松显瘦直筒复古chic超火裤子,69.90,https://detail.tmall.com/item.htm?id=566114329927&skuId=3631306845747&user_id=2987050982&cat_id=2&is_b=1&rn=b55e3c1570304b2409c72e8923b7203d,列迪旗舰店,//rate.taobao.com/user-rate-UvCk4MGNbvmk4vgTT.htm,http://img.alicdn.com/bao/uploaded/i2/2987050982/TB2im0ralLoK1RjSZFuXXXn0XXa_!!2987050982-0-item_pic.jpg
"福建省,  泉州市",,短外套女春秋季学生韩版宽松秋天上衣2018秋装新款bf原宿风棒球服,69.00,https://detail.tmall.com/item.htm?id=565159622474&skuId=3575485256289&user_id=2217433315&cat_id=2&is_b=1&rn=b55e3c1570304b2409c72e8923b7203d,邂逅小调旗舰店,//rate.taobao.com/user-rate-UvCIYMGQGvGvYMQTT.htm,http://img.alicdn.com/bao/uploaded/i4/2217433315/TB2HXsPHf5TBuNjSspcXXbnGFXa_!!2217433315-0-item_pic.jpg
"浙江省,  杭州市",,chic早秋上衣连帽超火慵懒风卫衣女春秋薄款长袖韩版宽松2018新款,89.00,https://detail.tmall.com/item.htm?id=564961026602&skuId=3713539128466&user_id=1035301420&cat_id=2&is_b=1&rn=b55e3c1570304b2409c72e8923b7203d,米子旗旗舰店,//rate.taobao.com/user-rate-UvFNGMFvWvFQyvNTT.htm,http://img.alicdn.com/bao/uploaded/i1/1035301420/TB21JRNapzqK1RjSZFCXXbbxVXa_!!1035301420-0-item_pic.jpg
,,牛仔裤女春秋2018新款韩版显瘦黑色九分高腰花苞哈伦裤学生bf宽松,59.00,https://detail.tmall.com/item.htm?id=574147950898&skuId=3918952370634&user_id=3853104708&cat_id=2&is_b=1&rn=b55e3c1570304b2409c72e8923b7203d,卡莲娅旗舰店,//rate.taobao.com/user-rate-UvGgbvGHWMmcWONTT.htm,http://img.alicdn.com/bao/uploaded/i2/3853104708/TB2a6rDXzfguuRjSspaXXaXVXXa_!!3853104708-0-item_pic.jpg
,"浙江,  嘉兴",毛衣外套女韩版2018新款秋装女装宽松长袖上衣春秋季短款针织开衫,69.00,https://detail.tmall.com/item.htm?id=565779249210&skuId=3753089130992&user_id=3018341193&cat_id=2&is_b=1&rn=b55e3c1570304b2409c72e8923b7203d,抹茶印象旗舰店,//rate.taobao.com/user-rate-UvGNYOmv0vFHSvWTT.htm,http://img.alicdn.com/bao/uploaded/i1/3018341193/TB1l3I1aQUmBKNjSZFOXXab2XXa_!!0-item_pic.jpg
